,Unnamed: 0,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
6209,6209,10429,Otoko no Ko Ojousama,6.12,Hentai,Unknown,オトコの娘お嬢様っ,OVA,1,"Mar 11, 2011",Unknown,ChiChinoya,Unknown,Unknown,Original,15 min.,Rx - Hentai,Unknown,7549,3331,7,201,1988,141,171,830,97.0,72.0,142.0,258.0,276.0,234.0,117.0,64.0,37.0,37.0
6210,6210,10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",6.82,"Comedy, Parody",Unknown,バカとテストと召喚獣 ～祭～ 選択によって展開が変わる「LIPS映像」,ONA,1,"Aug 29, 2010",Unknown,Unknown,Unknown,SILVER LINK.,Light novel,3 min.,PG-13 - Teens 13 or older,4331.0,3264,25142,15,329,18500,288,218,5807,927.0,1053.0,1948.0,3048.0,2427.0,1349.0,410.0,225.0,121.0,98.0
6211,6211,10435,Boyfriend,5.74,"Sports, Romance, Shoujo",Unknown,ボ～イ フレンド,Special,1,"Feb 11, 1992",Unknown,Toshiba EMI,Unknown,Magic Bus,Manga,1 hr. 54 min.,PG-13 - Teens 13 or older,9038.0,11243,726,1,27,242,17,47,393,7.0,4.0,15.0,24.0,37.0,41.0,13.0,10.0,10.0,8.0
6212,6212,10436,Animal Dance,4.83,"Music, Dementia",Unknown,アニマルダンス,Movie,1,"Jun 9, 2009",Unknown,Unknown,Unknown,Unknown,Original,5 min.,PG - Children,10730.0,10942,804,2,13,583,10,45,153,11.0,3.0,15.0,30.0,69.0,101.0,76.0,38.0,47.0,36.0
6213,6213,10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.16,"Action, Adventure, Fantasy, Comedy, Shounen",Digimon Fusion,デジモンクロスウォーズ～悪のデスジェネラルと七つの王国～,TV,24,"Apr 3, 2011 to Sep 25, 2011",Spring 2011,TV Asahi,Flatiron Film Company,Toei Animation,Original,25 min. per ep.,PG - Children,2934.0,3490,22062,51,576,16117,465,545,4359,1105.0,1271.0,2512.0,3081.0,1817.0,989.0,391.0,184.0,84.0,73.0
6214,6214,10445,Perfect Day,7.39,Music,Unknown,PERFECT DAY,Music,1,"Feb, 2011",Unknown,Unknown,Unknown,Madhouse,Unknown,4 min.,G - All Ages,1925.0,4826,10467,20,125,8694,48,56,1544,733.0,902.0,1409.0,1631.0,842.0,496.0,147.0,76.0,30.0,25.0
6215,6215,10447,Aquarion Evol,7.14,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",Aquarion Evol,アクエリオンEVOL,TV,26,"Jan 9, 2012 to Jun 25, 2012",Winter 2012,"Media Factory, Bandai, Tohokushinsha Film Corporation, Overlap",Funimation,"Satelight, 8bit",Original,24 min. per ep.,PG-13 - Teens 13 or older,3015.0,1483,93687,444,5433,51009,3924,5377,27944,3036.0,4624.0,8764.0,11290.0,6562.0,3366.0,1534.0,658.0,324.0,288.0
6216,6216,10448,Rain Town,7.19,Drama,Unknown,rain town,ONA,1,"Mar 6, 2011",Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,2796.0,3697,19647,40,214,14684,84,60,4605,787.0,1270.0,2766.0,3146.0,1794.0,914.0,260.0,105.0,69.0,44.0
6217,6217,10456,Kyoukaisenjou no Horizon,7.1,"Action, Sci-Fi, Fantasy",Horizon in the Middle of Nowhere,境界線上のホライゾン,TV,13,"Oct 2, 2011 to Dec 25, 2011",Fall 2011,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sentai Filmworks,Sunrise,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3198.0,962,153993,813,9519,72938,6092,10269,55175,4131.0,6193.0,12750.0,16203.0,9016.0,4650.0,2595.0,1203.0,742.0,554.0
6218,6218,10457,JK to Inkou Kyoushi 4,6.65,Hentai,Unknown,JKと淫行教師4,OVA,2,"May 27, 2011 to Jan 27, 2012",Unknown,Unknown,Unknown,PoRO,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,5438,7713,32,681,4152,365,303,2212,239.0,194.0,400.0,687.0,521.0,311.0,139.0,61.0,35.0,46.0
6219,6219,10458,Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,6.88,Hentai,Unknown,Ran→Sem～白濁デルモ妻のミイラ捕り～,OVA,2,"May 27, 2011 to Jun 24, 2011",Unknown,Suzuki Mirano,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5258,8427,72,699,4695,357,348,2328,398.0,322.0,564.0,688.0,506.0,313.0,147.0,68.0,44.0,84.0
6220,6220,10459,Puu-Neko,Unknown,Comedy,Poo-Neko,プ～ねこ,TV,11,"Apr 13, 2011 to Jun 22, 2011",Spring 2011,Unknown,Unknown,DLE,4-koma manga,1 min. per ep.,G - All Ages,11649.0,10857,842,0,40,142,34,77,549,7.0,3.0,2.0,13.0,20.0,17.0,11.0,9.0,3.0,13.0
6221,6221,10460,Kimi to Boku.,7.7,"Comedy, Drama, Romance, School, Shounen, Slice of Life",You and Me.,君と僕。,TV,13,"Oct 4, 2011 to Dec 27, 2011",Fall 2011,"TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",Unknown,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1010.0,1000,148886,1315,7697,65483,5689,7119,62898,5357.0,8996.0,15837.0,13553.0,5471.0,2612.0,911.0,337.0,176.0,215.0
6222,6222,10463,Exper Zenon,5.57,"Action, Sci-Fi",Unknown,エクスパー ゼノン,OVA,1,"Sep 27, 1991",Unknown,Studio Fantasia,Unknown,Unknown,Original,1 hr.,PG-13 - Teens 13 or older,9501.0,9811,1346,1,42,657,27,37,583,11.0,11.0,35.0,80.0,129.0,117.0,75.0,38.0,23.0,12.0
6223,6223,10464,Seitokai no Ichizon Lv.2,7.38,"Harem, Comedy, Parody, School",Student Council's Discretion Level 2,生徒会の一存 Lv.2,ONA,10,"Oct 13, 2012 to Dec 15, 2012",Unknown,AMG MUSIC,Sentai Filmworks,AIC,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1990.0,1954,62358,91,2491,41456,1649,1353,15409,2039.0,3756.0,8980.0,9769.0,4180.0,1631.0,572.0,202.0,84.0,75.0
6224,6224,10465,Manyuu Hikenchou,6.22,"Action, Comedy, Historical, Ecchi, Samurai, Seinen",Unknown,魔乳秘剣帖,TV,12,"Jul 11, 2011 to Sep 26, 2011",Summer 2011,"TV Tokyo, Lantis, Enterbrain, Memory-Tech, Happinet Pictures",Unknown,Hoods Entertainment,Manga,24 min. per ep.,R+ - Mild Nudity,7263.0,2025,59558,203,4542,24421,2334,3977,24284,1244.0,931.0,2235.0,4458.0,4599.0,2881.0,1740.0,935.0,605.0,540.0
6225,6225,10466,Phantom Yuusha Densetsu,5.33,"Action, Military, Drama, Seinen",Unknown,ファントム勇者伝説,OVA,1,"Jan 24, 1991",Unknown,"Magic Bus, TAKI Corporation",Unknown,Unknown,Unknown,50 min.,R+ - Mild Nudity,10085.0,11741,588,0,27,234,14,41,272,5.0,2.0,1.0,27.0,44.0,39.0,26.0,27.0,9.0,11.0
6226,6226,10469,Sayonara Zetsubou Sensei Special,7.51,"Comedy, Mystery, Parody, Shounen",Unknown,さよなら絶望先生,Special,1,"Jan 31, 2012",Unknown,Unknown,Unknown,Shaft,Manga,24 min.,R - 17+ (violence & profanity),1558.0,4105,15578,5,267,9837,206,109,5159,549.0,838.0,1912.0,2021.0,814.0,234.0,74.0,29.0,13.0,13.0
6227,6227,10470,God Eater Prologue,6.69,"Action, Fantasy, Military, Sci-Fi",Unknown,ゴッドイータープロモーションビデオ,Special,1,"Sep 28, 2009",Unknown,Unknown,Unknown,ufotable,Game,12 min.,R - 17+ (violence & profanity),4966.0,2907,31315,33,596,22438,256,241,7784,794.0,953.0,2287.0,4522.0,3551.0,1762.0,603.0,256.0,164.0,74.0
6228,6228,10471,Ie Naki Ko Remy Specials,7.54,"Adventure, Drama",Unknown,家なき子レミ,Special,3,"Jun, 1997",Unknown,Unknown,Unknown,Nippon Animation,Novel,23 min. per ep.,PG - Children,1461.0,8952,1916,6,56,1291,34,53,482,138.0,121.0,231.0,211.0,94.0,48.0,16.0,5.0,2.0,7.0
6229,6229,10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,6.19,"Comedy, Sci-Fi",Haiyoru! Nyaruani:Remember My Mr. Lovecraft,這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生),Special,1,"Mar 15, 2011",Unknown,Unknown,Unknown,DLE,Unknown,5 min.,PG-13 - Teens 13 or older,7400.0,4585,11797,3,198,7950,158,146,3345,258.0,219.0,515.0,1224.0,1446.0,909.0,336.0,155.0,99.0,79.0
6230,6230,10479,Beelzebub Specials,7.37,"Action, Comedy, Supernatural, Demons, School, Shounen",Unknown,べるぜバブ,Special,16,"Jun 29, 2011 to Sep 26, 2012",Unknown,Opera House,Unknown,"Studio Pierrot, Pierrot Plus",Original,2 min. per ep.,PG-13 - Teens 13 or older,2012.0,3732,19087,30,673,10036,464,326,7588,661.0,650.0,1256.0,1639.0,761.0,324.0,97.0,34.0,21.0,30.0
6231,6231,10481,Otohime Connection,6.22,"Slice of Life, Mystery, Drama, Romance, Shoujo",Princess Connection,乙姫CONNECTION,OVA,1,"Dec 1, 1991",Unknown,"ING, Sony Music Entertainment",Unknown,animate Film,Manga,45 min.,PG-13 - Teens 13 or older,7267.0,11611,619,1,29,202,13,42,333,8.0,6.0,4.0,38.0,45.0,19.0,6.0,2.0,4.0,5.0
6232,6232,10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",7.27,"Action, Historical, Samurai",Unknown,戦国BASARA 弐:竜虎、頂の誓い! 熱き未来へ駆ける魂!!,Special,1,"Apr 6, 2011",Unknown,Unknown,Funimation,Production I.G,Unknown,26 min.,PG-13 - Teens 13 or older,2464.0,5774,6672,4,124,4043,92,78,2335,286.0,316.0,615.0,748.0,389.0,220.0,54.0,24.0,15.0,11.0
6233,6233,10488,Shocking Pink!,6.88,"Harem, Hentai",Unknown,ショッキングピンク!,OVA,2,"Jun 24, 2011 to Aug 5, 2011",Unknown,"Studio Eromatick, Mary Jane",Unknown,Unknown,Manga,17 min. per ep.,Rx - Hentai,Unknown,5211,8604,26,830,4780,410,330,2254,336.0,243.0,564.0,886.0,565.0,328.0,112.0,70.0,33.0,43.0
6234,6234,10490,Blood-C,6.56,"Action, Mystery, Horror, Supernatural, Vampire, School",BLOOD-C,ブラッドシー,TV,12,"Jul 8, 2011 to Sep 30, 2011",Summer 2011,"Aniplex, Mainichi Broadcasting System, Dwango",Funimation,Production I.G,Manga,23 min. per ep.,R - 17+ (violence & profanity),5558.0,573,255157,855,12271,144196,7504,14176,77010,6539.0,9603.0,18800.0,28707.0,22101.0,13189.0,8022.0,4149.0,2561.0,1709.0
6235,6235,10491,Higurashi no Naku Koro ni Kira,6.54,"Mystery, Parody",Unknown,ひぐらしのなく頃に煌,OVA,4,"Jul 21, 2011 to Jan 25, 2012",Unknown,Frontier Works,Unknown,Studio Deen,Original,29 min. per ep.,R - 17+ (violence & profanity),5674.0,1793,72010,160,2305,48585,1588,2286,17246,2860.0,3192.0,5840.0,8783.0,6692.0,3841.0,2508.0,1356.0,1029.0,789.0
6236,6236,10495,Yuru Yuri,7.6,"Slice of Life, Comedy, School, Shoujo Ai",YuruYuri:Happy Go Lily,ゆるゆり,TV,12,"Jul 5, 2011 to Sep 20, 2011",Summer 2011,"TV Tokyo, Daume, Sotsu, Pony Canyon, DAX Production, Studio Gram, PRA, Jumondo","NIS America, Inc.",Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1274.0,511,279284,4416,14322,157341,9918,10806,86897,12361.0,19899.0,37622.0,34153.0,14152.0,6443.0,2227.0,972.0,498.0,535.0
6237,6237,10497,Hetalia World Series Specials,7.53,"Comedy, Historical, Parody",Hetalia World Series Extra Episodes,ヘタリア World Series エクストラエピソード,Special,4,"Mar 25, 2011 to Sep 24, 2012",Unknown,Frontier Works,Funimation,Studio Deen,Web manga,5 min. per ep.,PG-13 - Teens 13 or older,1490.0,3542,21348,63,536,15264,397,257,4894,1555.0,1531.0,2349.0,2481.0,1181.0,603.0,190.0,81.0,48.0,62.0
6238,6238,10500,Ojiisan no Lamp,7.57,"Drama, Historical",Unknown,おぢいさんのランプ,Movie,1,"Mar 5, 2011",Unknown,Unknown,Unknown,Telecom Animation Film,Original,24 min.,G - All Ages,1355.0,3879,17529,12,267,10995,154,89,6024,543.0,1330.0,2973.0,2436.0,1005.0,366.0,78.0,24.0,13.0,16.0
6239,6239,10501,Bannou Yasai Ninninman,6.01,"Comedy, Supernatural",Unknown,万能野菜 ニンニンマン,Movie,1,"Mar 5, 2011",Unknown,Unknown,Unknown,P.A. Works,Original,24 min.,PG - Children,8177.0,6624,4730,0,68,3707,35,68,852,46.0,70.0,263.0,708.0,805.0,534.0,266.0,86.0,39.0,32.0
6240,6240,10502,Tansu Warashi.,6.78,"Slice of Life, Comedy, Supernatural",Drawer Hobbs,たんすわらし。,Movie,1,"Mar 5, 2011",Unknown,Unknown,Unknown,Production I.G,Original,23 min.,G - All Ages,4518.0,6417,5104,1,64,4011,43,49,937,84.0,200.0,627.0,1048.0,689.0,318.0,100.0,32.0,11.0,13.0
6241,6241,10504,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.07,"Mystery, Historical, Shounen",Unknown,春来たるGOSICKスペシャル-美しき怪物は混沌の先を視みる-,Special,1,"Mar 26, 2011",Unknown,Unknown,Unknown,Bones,Light novel,13 min.,R - 17+ (violence & profanity),3352.0,4324,13677,22,285,7835,274,228,5055,544.0,486.0,783.0,1419.0,824.0,484.0,121.0,49.0,27.0,48.0
6242,6242,10506,Shiawase Haitatsu Taneko,Unknown,Comedy,Unknown,しあわせ配達おみくじタネコ,TV,Unknown,"Mar 26, 2011 to ?",Spring 2011,Unknown,Unknown,Kachidoki Studio,Original,Unknown,Unknown,11945.0,12128,503,1,89,0,17,181,216,4.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,1.0,11.0
6243,6243,10507,Inazuma Eleven Go,6.98,"Shounen, Sports, Super Power",Unknown,イナズマイレブン Go,TV,47,"May 4, 2011 to Apr 11, 2012",Spring 2011,"TV Tokyo, Dentsu, Half H.P Studio, TV Tokyo Music, Studio Jack",Unknown,OLM,Game,24 min. per ep.,G - All Ages,3702.0,2143,54307,307,1993,43784,1194,2095,5241,2544.0,2965.0,6331.0,10054.0,6575.0,3146.0,1159.0,487.0,217.0,188.0
6244,6244,10509,Hoero! Bun Bun (Movie),Unknown,Kids,Unknown,ほえろブンブン,Movie,1,"Apr 2, 1987",Unknown,Magic Capsule,Unknown,Madhouse,Unknown,1 hr. 5 min.,G - All Ages,14461.0,14012,259,0,10,99,6,43,101,5.0,2.0,2.0,18.0,19.0,13.0,4.0,Unknown,2.0,2.0
6245,6245,10511,Toyama Kankou Anime Project,5.48,"Slice of Life, Historical",Toyama Tourism Anime Project,富山観光アニメプロジェクト,Special,6,"Jun 17, 2009 to Jun 25, 2009",Unknown,The Berich,Unknown,P.A. Works,Original,5 min. per ep.,G - All Ages,9755.0,10536,973,1,46,366,19,49,493,10.0,5.0,10.0,35.0,61.0,74.0,36.0,18.0,14.0,7.0
6246,6246,10513,Usavich IV,6.65,Comedy,Usavich IV,ウサビッチ IV,TV,13,"Apr 23, 2011 to Sep 15, 2011",Spring 2011,Unknown,Unknown,Kanaban Graphics,Original,1 min. per ep.,PG-13 - Teens 13 or older,5125.0,8321,2456,1,42,1964,21,92,337,97.0,118.0,259.0,351.0,277.0,169.0,59.0,37.0,21.0,28.0
6247,6247,10516,Anemone,6.48,"Magic, Supernatural, Drama",Unknown,Anemone,OVA,1,"Mar 29, 2011",Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,PG-13 - Teens 13 or older,5972.0,7223,3810,6,72,2531,31,45,1131,73.0,104.0,291.0,498.0,407.0,264.0,97.0,45.0,23.0,17.0
6248,6248,10519,Mahou Shoujo Sonico★Magica,5.82,"Music, Parody",Puella Magi Sonico Magica,魔法少女そに子☆マギカ,ONA,1,"Apr 1, 2011",Unknown,Nitroplus,Unknown,Unknown,Unknown,1 min.,PG-13 - Teens 13 or older,8769.0,3762,18597,16,241,13631,143,173,4409,526.0,322.0,701.0,1598.0,2121.0,1989.0,782.0,453.0,348.0,298.0
6249,6249,10521,Working'!!,7.87,"Comedy, Romance, Seinen, Slice of Life",Wagnaria!!2,ワーキング’！！,TV,13,"Oct 1, 2011 to Dec 24, 2011",Fall 2011,"Aniplex, Yomiuri Telecasting, Rakuonsha","NIS America, Inc.",A-1 Pictures,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,717.0,672,219037,449,6174,169462,3719,2519,37163,10550.0,24419.0,48881.0,31929.0,8635.0,2933.0,687.0,242.0,107.0,123.0
6250,6250,10524,Duel Masters Victory,5.82,"Action, Adventure, Comedy, Shounen",Unknown,デュエル・マスターズ ビクトリー,TV,52,"Apr 2, 2011 to Mar 31, 2012",Spring 2011,Shogakukan-Shueisha Productions,Unknown,Unknown,Original,10 min. per ep.,PG-13 - Teens 13 or older,8759.0,10214,1109,1,48,452,32,113,464,31.0,11.0,21.0,53.0,56.0,61.0,22.0,14.0,12.0,17.0
6251,6251,10525,Shinseiki Duel Masters Flash,5.8,"Comedy, Kids",Unknown,新星輝デュエル・マスターズ フラッシュ,TV,24,"Apr 10, 2006 to Mar 23, 2007",Spring 2006,G&G Entertainment,Unknown,SynergySP,Original,21 min. per ep.,G - All Ages,8853.0,11707,597,0,22,216,13,91,255,15.0,5.0,5.0,22.0,26.0,26.0,11.0,8.0,13.0,11.0
6252,6252,10526,Duel Masters Zero,5.99,"Action, Game, Kids",Unknown,デュエル・マスターズ ゼロ,TV,24,"Oct 6, 2007 to Mar 22, 2008",Fall 2007,Shogakukan Music & Digital Entertainment,Unknown,Unknown,Original,10 min. per ep.,G - All Ages,8283.0,9549,1509,1,51,796,36,105,521,39.0,16.0,46.0,104.0,103.0,86.0,47.0,31.0,8.0,20.0
6253,6253,10527,Duel Masters Cross,6.35,"Action, Adventure, Comedy, Shounen",Unknown,デュエル・マスターズ クロス,TV,100,"Apr 5, 2008 to Mar 27, 2010",Spring 2008,Shogakukan Music & Digital Entertainment,Unknown,Unknown,Original,10 min. per ep.,PG-13 - Teens 13 or older,6641.0,8952,1906,2,55,1073,34,130,614,60.0,34.0,92.0,153.0,156.0,110.0,34.0,32.0,21.0,15.0
6254,6254,10528,Duel Masters Cross Shock,6.2,"Action, Adventure, Comedy, Shounen",Unknown,デュエル・マスターズ クロスショック,TV,50,"Apr 3, 2010 to Mar 26, 2011",Spring 2010,"Shogakukan-Shueisha Productions, Asahi Broadcasting",Unknown,Unknown,Original,10 min. per ep.,PG-13 - Teens 13 or older,7345.0,9218,1713,1,59,929,31,133,561,41.0,30.0,63.0,132.0,110.0,123.0,30.0,28.0,18.0,16.0
6255,6255,10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.35,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,名探偵コナン MAGIC FILE 2011 ～新潟～東京 おみやげ狂騒曲（カプリチオ）～,OVA,1,"Apr 16, 2011",Unknown,"Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, Toho",Unknown,TMS Entertainment,Unknown,25 min.,PG-13 - Teens 13 or older,2119.0,5303,8245,13,133,6075,109,115,1813,451.0,389.0,818.0,1130.0,508.0,235.0,67.0,31.0,9.0,15.0
6256,6256,10532,Working'!! Announcement Specials,6.79,Comedy,Wagnaria'!! Announcement Specials,ワーキング!!,ONA,2,"Apr 1, 2011 to Apr 2, 2011",Unknown,Unknown,Unknown,A-1 Pictures,4-koma manga,2 min. per ep.,G - All Ages,4471.0,4413,12936,10,281,8288,184,159,4024,370.0,407.0,781.0,1535.0,1170.0,619.0,156.0,70.0,44.0,44.0
6257,6257,10533,Fujilog,Unknown,Comedy,Unknown,フジログ,TV,13,"Apr 4, 2011 to Jun 27, 2011",Spring 2011,Unknown,Unknown,Unknown,Unknown,4 min. per ep.,PG-13 - Teens 13 or older,13984.0,12358,460,0,35,120,19,76,210,6.0,2.0,9.0,13.0,19.0,19.0,16.0,3.0,4.0,10.0
6258,6258,10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.91,"Adventure, Comedy, Kids, Fantasy, Mecha, Shounen",Unknown,映画 ドラえもん 新・のび太と鉄人兵団～はばたけ 天使たち～,Movie,1,"Mar 5, 2011",Unknown,"TV Asahi, Asatsu DK",Unknown,Shin-Ei Animation,Unknown,1 hr. 48 min.,PG - Children,666.0,5946,6160,46,96,5237,52,132,643,688.0,718.0,1133.0,898.0,291.0,134.0,75.0,13.0,7.0,30.0
6259,6259,10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,7.32,"Comedy, Romance, Shoujo",Unknown,君に届け ミニトド劇場,Special,3,"Apr 20, 2011 to Sep 21, 2011",Unknown,Unknown,Unknown,Production I.G,Manga,5 min. per ep.,PG-13 - Teens 13 or older,2250.0,2619,38035,53,998,25072,759,326,10880,1722.0,1869.0,3699.0,4418.0,2443.0,1039.0,335.0,118.0,62.0,64.0
6260,6260,10539,Hato no Oyome-san,Unknown,Comedy,Unknown,ハトのおよめさん,TV,4,"Apr 13, 2011 to Aug 31, 2011",Spring 2011,Unknown,Unknown,DLE,Unknown,1 min. per ep.,PG-13 - Teens 13 or older,14300.0,13183,331,0,18,96,15,55,147,3.0,Unknown,5.0,4.0,6.0,14.0,3.0,8.0,13.0,12.0
6261,6261,10540,Genki!! Ekoda-chan,Unknown,Comedy,Unknown,元気!!江古田ちゃん,TV,22,"Apr 13, 2011 to Sep 14, 2011",Spring 2011,Unknown,Unknown,DLE,4-koma manga,5 min. per ep.,PG-13 - Teens 13 or older,14114.0,11034,783,0,37,145,34,78,489,9.0,2.0,6.0,13.0,14.0,23.0,18.0,2.0,5.0,12.0
6262,6262,10541,Shuukan Shimakou,Unknown,Comedy,Weekly Shimako,週刊シマコー,TV,11,"Apr 13, 2011 to Jun 22, 2011",Spring 2011,Unknown,Unknown,DLE,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,12083.0,12161,496,0,28,87,17,58,306,6.0,1.0,4.0,8.0,7.0,16.0,7.0,1.0,1.0,7.0
6263,6263,10545,The Epic Of ZektBach,5.86,"Action, Supernatural, Fantasy",Unknown,The Epic of Zektbach　第一章　シャムシールの舞,OVA,1,"Mar 21, 2011",Unknown,"Half H.P Studio, Konami Digital Entertainment",Unknown,AIC,Music,30 min.,R - 17+ (violence & profanity),8666.0,7391,3559,4,77,2446,49,71,916,43.0,65.0,159.0,424.0,500.0,334.0,177.0,95.0,61.0,36.0
6264,6264,10546,Rinkan Club,6.61,Hentai,Unknown,りんかん倶楽部,OVA,4,"Apr 29, 2011 to Jan 31, 2014",Unknown,Pixy,Unknown,Seven,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5803,6610,53,875,3196,392,321,1826,273.0,184.0,368.0,548.0,405.0,250.0,140.0,82.0,55.0,64.0
6265,6265,10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,6.43,"Drama, Ecchi, Fantasy, Harem, Romance",Unknown,俺たちに翼はない 肌色率九割増!?,OVA,1,"Jun 24, 2011",Unknown,Unknown,Funimation,Nomad,Visual novel,24 min.,R+ - Mild Nudity,6255.0,4621,11648,4,332,7560,187,145,3424,271.0,299.0,729.0,1320.0,1251.0,712.0,291.0,131.0,88.0,75.0
6266,6266,10549,Precure All Stars GoGo Dream Live!,6.83,"Action, Fantasy, Magic, Shoujo",Unknown,ちょ～短編 プリキュアオールスターズ GoGoドリームライブ!,Special,1,"Nov 8, 2008",Unknown,Unknown,Unknown,Toei Animation,Original,5 min.,G - All Ages,4301.0,7765,3078,4,66,1906,39,72,995,120.0,82.0,188.0,337.0,239.0,122.0,39.0,24.0,6.0,10.0
6267,6267,10552,Akebi no Hana: Maho,5.75,Hentai,Unknown,山姫の花 真穂,OVA,1,"Apr 15, 2011",Unknown,MS Pictures,Unknown,Unknown,Manga,27 min.,Rx - Hentai,Unknown,7241,3797,11,259,2434,153,151,800,95.0,59.0,129.0,241.0,347.0,309.0,154.0,98.0,58.0,69.0
6268,6268,10553,Betsu ni Anta no Tame ni Ookiku Natta n ja Nai n Dakara ne!!,6.21,Hentai,Unknown,別にアンタの為に大きくなったんじゃないんだからねっ!!,OVA,1,"Apr 15, 2011",Unknown,ChiChinoya,Unknown,Unknown,Original,20 min.,Rx - Hentai,Unknown,5940,6168,12,344,4136,181,193,1314,172.0,157.0,341.0,579.0,566.0,432.0,191.0,111.0,73.0,73.0
6269,6269,10554,Yakyuukyou no Uta,6.49,"Action, Drama, Sports",Unknown,野球狂の詩,TV,25,"Dec 23, 1977 to Mar 26, 1979",Winter 1978,Studio Jack,Unknown,Nippon Animation,Manga,46 min. per ep.,PG-13 - Teens 13 or older,5927.0,10835,845,1,47,180,37,105,476,14.0,9.0,18.0,32.0,24.0,22.0,9.0,4.0,2.0,5.0
6270,6270,10562,Machine Hayabusa,6.18,"Action, Cars, Sports, Shounen",Unknown,マシンハヤブサ,TV,21,"Apr 2, 1976 to Sep 17, 1976",Spring 1976,Unknown,Unknown,Toei Animation,Original,23 min. per ep.,PG-13 - Teens 13 or older,7446.0,11478,650,0,41,236,28,97,248,8.0,10.0,8.0,32.0,34.0,26.0,9.0,8.0,4.0,7.0
6271,6271,10563,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,Unknown,"Action, Sports, Drama",Unknown,野球狂の詩 北の狼南の虎,Movie,1,"Sep 15, 1979",Unknown,Unknown,Unknown,Nippon Animation,Manga,1 hr. 28 min.,PG-13 - Teens 13 or older,12950.0,13376,312,1,14,90,9,66,133,9.0,1.0,5.0,12.0,10.0,8.0,3.0,5.0,Unknown,3.0
6272,6272,10564,Korogashi Ryouta,Unknown,"Action, Comedy, Seinen",Unknown,ころがし涼太,OVA,3,"Nov 21, 1990 to Nov 21, 1991",Unknown,Knack Productions,Unknown,Unknown,Unknown,41 min. per ep.,R+ - Mild Nudity,15154.0,14188,247,1,18,71,7,34,117,4.0,1.0,8.0,5.0,8.0,8.0,2.0,4.0,3.0,6.0
6273,6273,10568,Kamisama no Memochou,7.54,Mystery,Heaven's Memo Pad,神様のメモ帳,TV,12,"Jul 2, 2011 to Sep 24, 2011",Summer 2011,"Lantis, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works",Sentai Filmworks,J.C.Staff,Light novel,26 min. per ep.,R - 17+ (violence & profanity),1455.0,715,205012,787,10560,103892,8046,8987,73527,6795.0,13336.0,24881.0,22697.0,9883.0,4588.0,1808.0,703.0,303.0,224.0
6274,6274,10570,Inshitsu Otaku ni Ikareru Kanojo,6.15,Hentai,Unknown,陰湿オタクにイカれる妹[彼女],OVA,3,"Jun 24, 2011 to Nov 18, 2011",Unknown,Studio 9 MAiami,Unknown,Unknown,Visual novel,19 min. per ep.,Rx - Hentai,Unknown,6584,4801,26,538,2199,253,212,1599,121.0,87.0,180.0,303.0,335.0,227.0,109.0,58.0,48.0,55.0
